,date_jour,code_site,number_of_call_drop_3g,techno
0,20230204,0,744,3G
1,20230204,OCI0001,350,3G
2,20230204,OCI0002,100,3G
3,20230204,OCI0003,81,3G
4,20230204,OCI0004,162,3G
5,20230204,OCI0005,148,3G
6,20230204,OCI0006,83,3G
7,20230204,OCI0007,137,3G
8,20230204,OCI0008,185,3G
9,20230204,OCI0009,303,3G
10,20230204,OCI0010,155,3G
11,20230204,OCI0011,222,3G
12,20230204,OCI0012,38,3G
13,20230204,OCI0013,195,3G
14,20230204,OCI0014,168,3G
15,20230204,OCI0015,233,3G
16,20230204,OCI0016,371,3G
17,20230204,OCI0017,145,3G
18,20230204,OCI0018,227,3G
19,20230204,OCI0019,325,3G
20,20230204,OCI0020,617,3G
21,20230204,OCI0021,255,3G
22,20230204,OCI0022,252,3G
23,20230204,OCI0023,128,3G
24,20230204,OCI0024,54,3G
25,20230204,OCI0025,682,3G
26,20230204,OCI0026,503,3G
27,20230204,OCI0028,94,3G
28,20230204,OCI0029,681,3G
29,20230204,OCI0030,196,3G
30,20230204,OCI0031,1025,3G
31,20230204,OCI0033,68,3G
32,20230204,OCI0035,47,3G
33,20230204,OCI0036,328,3G
34,20230204,OCI0037,113,3G
35,20230204,OCI0038,814,3G
36,20230204,OCI0039,53,3G
37,20230204,OCI0041,305,3G
38,20230204,OCI0042,172,3G
39,20230204,OCI0043,121,3G
40,20230204,OCI0044,98,3G
41,20230204,OCI0045,150,3G
42,20230204,OCI0046,113,3G
43,20230204,OCI0047,14,3G
44,20230204,OCI0048,62,3G
45,20230204,OCI0049,147,3G
46,20230204,OCI0050,132,3G
47,20230204,OCI0051,99,3G
48,20230204,OCI0052,186,3G
49,20230204,OCI0053,119,3G
50,20230204,OCI0054,77,3G
51,20230204,OCI0055,46,3G
52,20230204,OCI0056,607,3G
53,20230204,OCI0057,297,3G
54,20230204,OCI0058,27,3G
55,20230204,OCI0059,144,3G
56,20230204,OCI0060,90,3G
57,20230204,OCI0061,114,3G
58,20230204,OCI0062,24,3G
59,20230204,OCI0063,156,3G
60,20230204,OCI0064,108,3G
61,20230204,OCI0065,51,3G
62,20230204,OCI0066,61,3G
63,20230204,OCI0067,82,3G
64,20230204,OCI0068,1952,3G
65,20230204,OCI0069,105,3G
66,20230204,OCI0070,581,3G
67,20230204,OCI0071,134,3G
68,20230204,OCI0072,179,3G
69,20230204,OCI0073,148,3G
70,20230204,OCI0074,15,3G
71,20230204,OCI0075,675,3G
72,20230204,OCI0076,1153,3G
73,20230204,OCI0077,309,3G
74,20230204,OCI0078,78,3G
75,20230204,OCI0080,45,3G
76,20230204,OCI0081,269,3G
77,20230204,OCI0083,18,3G
78,20230204,OCI0084,163,3G
79,20230204,OCI0085,18,3G
80,20230204,OCI0086,400,3G
81,20230204,OCI0087,772,3G
82,20230204,OCI0088,162,3G
83,20230204,OCI0089,78,3G
84,20230204,OCI0090,52,3G
85,20230204,OCI0091,33,3G
86,20230204,OCI0092,194,3G
87,20230204,OCI0093,151,3G
88,20230204,OCI0094,164,3G
89,20230204,OCI0095,135,3G
90,20230204,OCI0096,203,3G
91,20230204,OCI0097,177,3G
92,20230204,OCI0098,177,3G
93,20230204,OCI0099,89,3G
94,20230204,OCI0100,171,3G
