,date_jour,code_site,drop_after_tch_assign,techno
0,20230216,-1,90,2G
1,20230216,OCI0001,520,2G
2,20230216,OCI0002,279,2G
3,20230216,OCI0003,281,2G
4,20230216,OCI0004,1586,2G
5,20230216,OCI0005,439,2G
6,20230216,OCI0006,378,2G
7,20230216,OCI0007,105,2G
8,20230216,OCI0008,192,2G
9,20230216,OCI0009,297,2G
10,20230216,OCI0010,186,2G
11,20230216,OCI0011,326,2G
12,20230216,OCI0012,235,2G
13,20230216,OCI0013,457,2G
14,20230216,OCI0014,186,2G
15,20230216,OCI0015,601,2G
16,20230216,OCI0016,986,2G
17,20230216,OCI0017,1025,2G
18,20230216,OCI0018,461,2G
19,20230216,OCI0019,249,2G
20,20230216,OCI0020,322,2G
21,20230216,OCI0021,1608,2G
22,20230216,OCI0022,354,2G
23,20230216,OCI0023,359,2G
24,20230216,OCI0024,335,2G
25,20230216,OCI0025,596,2G
26,20230216,OCI0026,2304,2G
27,20230216,OCI0027,0,2G
28,20230216,OCI0028,1045,2G
29,20230216,OCI0029,899,2G
30,20230216,OCI0030,283,2G
31,20230216,OCI0031,1029,2G
32,20230216,OCI0032,2,2G
33,20230216,OCI0033,208,2G
34,20230216,OCI0034,0,2G
35,20230216,OCI0035,265,2G
36,20230216,OCI0036,367,2G
37,20230216,OCI0037,331,2G
38,20230216,OCI0038,732,2G
39,20230216,OCI0039,517,2G
40,20230216,OCI0041,344,2G
41,20230216,OCI0042,291,2G
42,20230216,OCI0043,623,2G
43,20230216,OCI0044,402,2G
44,20230216,OCI0045,256,2G
45,20230216,OCI0046,233,2G
46,20230216,OCI0047,154,2G
47,20230216,OCI0048,249,2G
48,20230216,OCI0049,1078,2G
49,20230216,OCI0050,1244,2G
50,20230216,OCI0051,499,2G
51,20230216,OCI0052,185,2G
52,20230216,OCI0053,234,2G
53,20230216,OCI0054,114,2G
54,20230216,OCI0055,434,2G
55,20230216,OCI0056,557,2G
56,20230216,OCI0057,850,2G
57,20230216,OCI0058,34,2G
58,20230216,OCI0059,1623,2G
59,20230216,OCI0060,509,2G
60,20230216,OCI0061,330,2G
61,20230216,OCI0062,300,2G
62,20230216,OCI0063,553,2G
63,20230216,OCI0064,490,2G
64,20230216,OCI0065,489,2G
65,20230216,OCI0066,116,2G
66,20230216,OCI0067,527,2G
67,20230216,OCI0068,553,2G
68,20230216,OCI0069,168,2G
69,20230216,OCI0070,368,2G
70,20230216,OCI0071,397,2G
71,20230216,OCI0072,133,2G
72,20230216,OCI0073,202,2G
73,20230216,OCI0074,416,2G
74,20230216,OCI0075,381,2G
75,20230216,OCI0076,915,2G
76,20230216,OCI0077,329,2G
77,20230216,OCI0078,787,2G
78,20230216,OCI0080,307,2G
79,20230216,OCI0081,334,2G
80,20230216,OCI0082,186,2G
81,20230216,OCI0083,282,2G
82,20230216,OCI0084,251,2G
83,20230216,OCI0085,185,2G
84,20230216,OCI0086,276,2G
85,20230216,OCI0087,363,2G
86,20230216,OCI0088,207,2G
87,20230216,OCI0089,298,2G
88,20230216,OCI0090,89,2G
89,20230216,OCI0091,878,2G
90,20230216,OCI0092,1848,2G
91,20230216,OCI0093,1730,2G
92,20230216,OCI0094,469,2G
93,20230216,OCI0095,169,2G
94,20230216,OCI0096,187,2G
95,20230216,OCI0097,873,2G
96,20230216,OCI0098,474,2G
97,20230216,OCI0099,86,2G
98,20230216,OCI0100,357,2G
99,20230216,OCI0101,531,2G
100,20230216,OCI0102,229,2G
101,20230216,OCI0104,699,2G
102,20230216,OCI0105,409,2G
103,20230216,OCI0106,266,2G
